user_id,avg_session_duration,purchase_count,subscription_type,churned
1052,12.7,0,Free,0
1053,9.51,2,Free,0
1054,22.87,0,Premium,1
1055,15.7,1,Free,0
1056,7.96,0,Free,1
1057,9.33,2,Free,0
1058,12.79,2,Free,0
1059,1.09,0,Free,1
1060,14.38,0,Free,1
1061,15.39,1,Free,0
1062,8.76,2,Free,0
1063,23.24,0,Premium,1
1064,32.71,3,Premium,0
1065,8.64,4,Free,1
1066,28.75,0,Premium,0
1067,15.61,1,Free,0
1068,14.8,0,Free,0
1069,7.89,0,Free,1
1070,24.2,3,Premium,0
1071,9.96,1,Free,0
1072,29.0,1,Premium,0
1073,10.93,0,Free,1
1074,5.64,4,Free,0
1075,9.77,0,Free,1
1076,11.66,3,Free,0
1077,36.21,0,Premium,0
1078,31.78,0,Premium,0
1079,17.55,0,Free,1
1080,11.38,0,Free,1
1081,4.27,0,Free,1
1082,14.72,0,Free,0
1083,9.7,1,Free,1
1084,2.15,1,Free,1
1085,15.86,0,Free,0
1086,11.83,1,Free,0
1087,12.3,0,Free,1
1088,37.58,0,Premium,1
1089,14.3,0,Free,1
1090,15.6,0,Free,1
1091,12.48,2,Free,0
1092,13.12,0,Free,1
1093,8.37,2,Free,0
1094,11.17,3,Free,0
1095,17.17,0,Free,1
1096,24.49,0,Premium,0
1097,5.54,1,Free,0
1098,11.01,2,Free,0
1099,7.32,3,Free,0
1100,28.21,2,Premium,0
1101,29.68,1,Premium,0
1102,9.96,0,Free,1
1103,14.2,0,Free,0
1104,21.46,3,Premium,0
1105,10.12,1,Free,1
1106,1.31,0,Free,1
1107,31.65,0,Premium,0
1108,26.52,4,Premium,0
1109,6.58,2,Free,0
1110,2.17,0,Free,1
1111,13.03,1,Free,0
1112,13.75,1,Free,0
1113,18.88,1,Free,0
1114,12.62,0,Free,1
1115,10.28,3,Free,1
1116,13.84,1,Free,1
1117,10.57,0,Free,1
1118,16.47,0,Free,1
1119,37.12,0,Premium,0
1120,14.32,5,Free,1
1121,1.04,1,Free,0
1122,6.26,3,Free,0
1123,6.91,0,Free,1
1124,8.33,1,Free,0
1125,5.43,1,Free,0
1126,9.46,3,Free,0
1127,29.74,1,Premium,0
1128,11.37,0,Free,1
1129,28.38,1,Premium,0
1130,18.11,1,Free,1
1131,10.46,2,Free,0
1132,9.96,1,Free,0
1133,11.17,4,Free,0
1134,27.81,0,Premium,0
1135,11.16,4,Free,0
1136,29.96,3,Premium,0
1137,34.19,0,Premium,1
1138,17.79,0,Premium,1
1139,11.11,3,Free,0
1140,8.73,1,Free,1
1141,11.77,0,Free,0
1142,9.06,1,Free,1
1143,7.42,3,Free,0
1144,8.5,3,Free,1
1145,10.11,1,Free,0
1146,6.81,0,Free,1
1147,10.08,1,Free,0
1148,30.03,3,Premium,0
1149,8.65,1,Free,0
1150,23.78,0,Premium,1
1151,8.3,1,Free,0
1152,6.36,2,Free,1
1153,8.28,0,Free,0
1154,14.32,3,Free,0
1155,11.81,4,Free,0
1156,26.5,3,Premium,0
1157,16.32,0,Free,1
1158,12.77,0,Premium,1
1159,7.17,0,Free,1
1160,10.27,1,Free,0
1161,19.04,0,Free,1
1162,21.22,2,Premium,0
1163,17.21,0,Free,1
1164,7.61,0,Free,1
1165,16.99,1,Free,0
1166,9.17,1,Free,0
1167,12.92,1,Free,0
1168,10.74,2,Free,0
1169,26.27,1,Premium,0
1170,11.98,2,Free,1
1171,12.22,0,Free,0
1172,12.01,3,Free,0
1173,5.34,0,Free,0
1174,13.86,0,Free,0
1175,11.56,0,Free,0
1176,11.84,1,Free,0
1177,19.53,0,Premium,0
1178,9.22,2,Free,1
1179,31.3,2,Premium,0
1180,29.78,0,Premium,0
1181,11.27,0,Free,1
1182,21.84,0,Premium,0
1183,13.45,0,Free,0
1184,20.9,1,Premium,0
1185,11.15,0,Premium,0
1186,14.16,5,Free,1
1187,8.77,1,Free,1
1188,6.0,0,Free,0
1189,9.3,1,Free,1
1190,11.17,0,Free,1
1191,8.9,0,Free,1
1192,12.22,1,Free,0
1193,17.72,1,Free,1
1194,6.74,2,Free,0
1195,4.93,0,Free,1
1196,17.16,2,Free,0
1197,8.44,3,Free,0
1198,8.87,1,Free,1
1199,8.56,3,Free,0
1200,7.95,5,Free,0
1201,8.38,0,Free,0
1202,18.6,0,Free,1
1203,13.61,0,Free,0
1204,13.53,1,Premium,0
1205,9.18,0,Free,0
1206,28.05,0,Premium,1
1207,13.37,0,Free,1
1208,8.28,0,Free,0
1209,23.0,6,Premium,0
1210,12.06,0,Free,1
1211,9.6,1,Free,0
1212,9.42,0,Free,1
1213,9.5,0,Free,1
1214,14.65,0,Free,1
1215,17.07,0,Free,1
1216,9.34,2,Free,1
1217,14.22,2,Free,0
1218,8.74,0,Free,0
1219,8.78,1,Free,0
1220,7.34,2,Free,0
1221,8.4,2,Free,0
1222,17.28,0,Free,0
1223,27.98,1,Premium,0
1224,9.66,2,Free,0
1225,7.51,0,Free,1
1226,4.58,0,Free,1
1227,15.96,0,Free,0
1228,35.25,0,Premium,0
1229,11.24,2,Free,0
1230,8.54,4,Free,0
1231,13.25,3,Free,0
1232,11.36,1,Free,0
1233,11.08,1,Free,0
1234,8.35,2,Free,0
1235,14.75,1,Free,0
1236,27.11,1,Premium,0
1237,9.49,2,Free,0
1238,7.72,0,Free,0
1239,11.03,0,Free,0
1240,13.16,0,Free,0
1241,13.03,1,Free,1
1242,10.92,1,Free,0
1243,14.22,0,Free,0
1244,12.12,2,Free,0
1245,36.37,0,Premium,0
1246,12.17,1,Free,1
1247,9.97,7,Free,0
1248,6.74,0,Free,1
1249,10.24,0,Free,0
1250,13.38,0,Free,0
1251,7.13,1,Free,0
1252,9.83,1,Free,0
1253,8.66,0,Free,0
1254,25.41,1,Premium,0
1255,12.18,0,Free,0
1256,14.1,1,Free,0
1257,4.47,0,Free,1
1258,15.65,1,Free,0
1259,18.56,2,Free,0
1260,26.88,0,Premium,0
1261,10.83,1,Free,1
1262,9.21,1,Free,0
1263,12.64,0,Free,1
1264,30.66,3,Premium,0
1265,40.92,0,Premium,0
1266,7.29,3,Free,1
1267,34.25,1,Premium,0
1268,6.99,0,Free,1
1269,10.3,0,Free,1
1270,13.15,2,Free,0
1271,14.84,0,Free,1
1272,16.12,0,Free,1
1273,8.69,3,Free,0
1274,15.3,0,Free,0
1275,31.3,0,Premium,0
1276,10.82,2,Free,0
1277,35.64,1,Premium,0
1278,9.52,2,Free,0
1279,10.04,1,Free,0
1280,35.99,1,Premium,0
1281,15.48,0,Free,1
1282,9.94,0,Free,1
1283,12.58,3,Free,0
1284,39.36,0,Premium,1
1285,9.11,0,Free,1
1286,7.14,2,Free,0
1287,8.14,0,Free,0
1288,7.72,1,Free,0
1289,13.75,0,Free,0
1290,10.82,2,Free,0
1291,4.06,0,Free,1
1292,4.88,0,Free,1
1293,8.0,0,Free,0
1294,18.21,0,Free,1
1295,18.65,1,Premium,0
1296,8.38,2,Free,0
1297,21.18,2,Premium,0
1298,3.69,1,Free,0
1299,11.96,0,Free,1
1300,4.04,0,Free,1
1301,3.71,0,Free,1
1302,11.42,0,Free,1
1303,10.25,1,Free,0
1304,12.66,2,Free,0
1305,5.17,0,Free,1
1306,25.02,0,Premium,1
1307,10.54,0,Free,0
1308,14.62,2,Free,0
1309,15.09,2,Free,0
1310,13.13,2,Free,0
1311,4.04,0,Free,1
1312,15.92,0,Free,1
1313,8.63,2,Free,0
1314,36.64,0,Premium,1
1315,7.38,1,Free,0
1316,25.0,0,Premium,1
1317,23.23,1,Premium,0
1318,19.46,0,Premium,1
1319,36.57,1,Premium,0
1320,12.35,2,Free,0
1321,11.72,0,Free,1
1322,22.78,3,Premium,0
1323,11.36,0,Free,0
1324,9.96,4,Free,0
1325,7.17,0,Free,1
1326,32.79,3,Premium,0
1327,11.99,2,Free,0
1328,1.98,0,Free,1
1329,22.27,2,Premium,0
1330,18.71,0,Free,1
1331,23.51,0,Premium,1
1332,17.03,2,Free,1
1333,10.46,2,Free,1
1334,13.1,1,Free,0
1335,13.64,0,Premium,0
1336,16.46,1,Free,0
1337,10.63,2,Free,0
1338,3.0,0,Free,1
1339,8.24,2,Free,1
1340,14.0,1,Free,0
1341,12.2,2,Free,0
1342,11.91,0,Free,1
1343,17.41,2,Free,0
1344,15.37,0,Free,0
1345,38.46,0,Premium,1
1346,5.29,1,Free,0
1347,17.4,0,Free,1
1348,17.08,3,Free,0
1349,14.97,0,Free,1
1350,14.47,2,Free,0
1351,12.84,0,Free,1
1352,3.78,2,Free,1
1353,15.83,2,Free,0
1354,11.99,3,Free,0
1355,6.33,4,Free,0
1356,8.49,1,Free,0
1357,5.89,0,Free,1
1358,11.61,2,Free,0
1359,3.53,0,Free,1
1360,8.11,1,Free,0
1361,18.92,0,Free,0
1362,10.26,0,Free,0
1363,5.81,0,Free,1
1364,8.24,0,Free,0
1365,27.12,1,Premium,0
1366,15.32,0,Free,1
1367,12.03,1,Free,0
1368,22.59,0,Premium,0
1369,11.2,2,Free,0
1370,16.07,0,Free,1
1371,11.12,1,Free,0
1372,13.16,0,Free,0
1373,12.84,0,Free,1
1374,15.71,0,Free,0
1375,16.16,0,Free,1
1376,11.21,0,Free,1
1377,12.64,0,Free,1
1378,8.32,3,Free,0
1379,4.14,2,Free,1
1380,11.83,0,Free,1
1381,9.32,0,Free,1
1382,24.19,2,Premium,0
1383,30.56,0,Premium,1
1384,24.25,0,Premium,1
1385,7.3,1,Free,0
1386,15.41,0,Free,0
1387,5.21,1,Free,1
1388,4.42,0,Free,1
1389,9.41,2,Free,0
1390,12.01,1,Free,1
1391,20.09,0,Premium,1
1392,10.8,1,Premium,0
1393,8.73,2,Free,0
1394,10.24,1,Free,0
1395,10.78,3,Free,1
1396,9.23,1,Free,0
1397,34.19,2,Premium,0
1398,5.72,0,Free,0
1399,15.82,2,Premium,0
1400,10.04,1,Free,1
1401,13.58,2,Free,0
1402,10.62,0,Free,0
1403,11.43,0,Free,1
1404,25.43,0,Premium,0
1405,5.27,0,Free,0
1406,7.58,1,Free,0
1407,10.09,1,Free,1
1408,29.71,0,Premium,0
1409,8.71,0,Free,1
1410,12.36,0,Free,1
1411,29.38,2,Premium,0
1412,30.38,0,Premium,0
1413,11.14,0,Free,1
1414,9.3,0,Premium,1
1415,10.9,0,Free,0
1416,18.18,0,Free,1
1417,1.53,2,Free,0
1418,13.92,3,Free,0
1419,3.93,0,Free,1
1420,13.97,2,Free,0
1421,36.28,0,Premium,0
1422,11.74,0,Free,0
1423,9.76,1,Free,0
1424,22.34,1,Premium,0
1425,13.62,0,Free,0
1426,8.71,5,Free,0
1427,9.45,2,Free,0
1428,11.18,0,Free,0
1429,7.9,1,Free,0
1430,8.19,1,Free,0
1431,9.34,0,Free,1
1432,17.3,1,Premium,0
1433,13.44,0,Free,1
1434,7.38,0,Free,0
1435,11.39,0,Free,1
1436,11.61,1,Free,0
1437,8.75,1,Free,0
1438,7.85,0,Free,0
1439,1.85,1,Free,1
1440,8.25,0,Free,0
1441,11.44,1,Free,1
1442,8.7,1,Free,1
1443,10.18,1,Free,0
1444,10.19,0,Free,0
1445,22.12,0,Premium,1
1446,24.2,1,Premium,0
1447,12.02,1,Free,0
1448,8.68,0,Free,1
1449,18.61,0,Premium,0
1450,4.69,0,Free,1
1451,9.35,1,Free,0
1452,9.29,2,Free,1
1453,14.63,0,Free,1
1454,11.15,0,Free,0
1455,11.65,0,Free,0
1456,11.31,1,Free,0
1457,7.07,2,Free,1
1458,23.93,1,Premium,0
1459,26.29,0,Premium,0
1460,14.09,0,Free,1
1461,9.14,2,Free,0
1462,6.72,2,Free,0
1463,12.24,0,Free,1
1464,12.1,3,Free,1
1465,10.32,0,Free,1
1466,31.65,4,Premium,0
1467,17.41,0,Free,1
1468,11.4,1,Free,0
1469,14.11,2,Free,0
1470,9.91,0,Free,1
1471,7.46,0,Free,1
1472,12.0,2,Free,0
1473,22.07,2,Premium,0
1474,9.7,0,Free,1
1475,7.72,0,Free,0
1476,9.37,0,Free,1
1477,4.71,1,Free,0
1478,26.05,1,Premium,0
1479,22.76,0,Premium,1
1480,17.63,0,Free,1
1481,10.75,1,Free,1
1482,9.75,1,Free,0
1483,8.34,1,Free,0
1484,12.21,1,Free,1
1485,7.44,0,Free,1
1486,12.24,0,Free,0
1487,31.43,0,Premium,1
1488,31.54,2,Premium,0
1489,9.97,0,Free,1
1490,12.02,0,Free,1
1491,15.59,2,Free,1
1492,31.16,0,Premium,0
1493,12.2,3,Free,1
1494,14.1,1,Free,0
1495,33.26,5,Premium,0
1496,19.5,0,Free,0
1497,13.7,0,Free,1
1498,18.97,2,Premium,0
1499,10.6,1,Free,0
1500,17.94,2,Free,0
1501,14.06,0,Free,1
1502,10.44,2,Free,0
1503,10.12,0,Free,0
1504,15.97,0,Free,0
1505,14.75,0,Premium,0
1506,14.38,0,Free,1
1507,10.75,0,Free,0
1508,9.55,1,Free,0
1509,9.34,0,Free,1
1510,11.56,5,Free,0
1511,5.12,0,Free,1
1512,7.36,1,Free,0
1513,10.88,0,Free,1
1514,15.98,2,Premium,0
1515,10.14,1,Free,0
1516,11.85,0,Premium,0
1517,13.1,1,Free,0
1518,10.47,0,Free,1
1519,15.4,1,Free,0
1520,42.2,0,Premium,1
1521,11.01,4,Free,0
1522,6.69,1,Free,0
1523,2.58,0,Free,1
1524,12.04,1,Free,0
1525,5.52,1,Free,0
1526,14.7,0,Free,1
1527,6.95,1,Free,0
1528,14.27,0,Free,1
1529,11.53,0,Free,1
1530,4.67,0,Free,1
1531,6.14,4,Free,0
1532,7.93,2,Free,1
1533,12.48,1,Free,0
1534,10.08,0,Free,1
1535,9.82,0,Free,1
1536,28.86,3,Premium,0
1537,33.34,1,Premium,0
1538,18.34,0,Free,1
1539,11.98,1,Free,0
1540,16.68,0,Premium,1
1541,9.95,2,Free,0
1542,8.04,0,Free,0
1543,9.02,0,Free,1
1544,31.67,0,Premium,0
1545,13.39,1,Free,0
1546,12.76,0,Free,0
1547,16.02,0,Free,1
1548,21.72,0,Premium,0
1549,8.76,1,Free,0
1550,10.28,0,Premium,0
1551,27.18,3,Premium,0
1552,8.96,0,Free,1
1553,8.61,5,Free,0
1554,23.43,0,Premium,0
1555,10.68,1,Free,1
1556,16.26,1,Premium,0
1557,6.67,0,Free,1
1558,31.81,0,Premium,0
1559,9.36,0,Free,1
1560,25.26,2,Premium,0
1561,13.7,0,Free,1
1562,9.58,4,Free,0
1563,17.02,0,Free,0
1564,6.22,1,Free,0
1565,12.81,3,Free,1
1566,13.23,2,Free,0
1567,11.0,0,Free,1
1568,27.19,0,Premium,1
1569,27.86,1,Premium,0
1570,20.67,0,Premium,0
1571,14.06,0,Free,1
1572,14.3,1,Free,0
1573,8.0,0,Free,1
1574,8.24,0,Free,1
1575,18.95,0,Free,0
1576,27.48,1,Premium,0
1577,35.89,0,Premium,0
1578,9.36,1,Free,0
1579,10.57,0,Free,1
1580,9.74,1,Free,0
1581,23.18,1,Premium,0
1582,11.96,0,Free,0
1583,13.67,1,Free,0
1584,10.07,0,Free,1
1585,11.67,0,Free,0
1586,11.67,3,Free,1
1587,34.8,0,Premium,1
1588,4.4,1,Free,1
1589,26.0,0,Premium,1
1590,10.88,1,Free,0
1591,12.47,1,Free,0
1592,6.71,1,Free,0
1593,11.14,1,Free,0
1594,17.74,0,Free,0
1595,8.3,3,Free,0
1596,28.36,1,Premium,0
1597,12.11,0,Free,0
1598,13.08,1,Free,0
1599,12.12,1,Free,1
1600,10.5,0,Free,1
1601,11.4,1,Free,0
1602,11.74,1,Free,0
1603,14.36,0,Free,1
1604,1.63,1,Free,1
1605,10.52,2,Free,0
1606,7.47,0,Free,1
1607,6.82,1,Free,0
1608,12.96,0,Free,1
1609,9.75,0,Free,0
1610,14.14,2,Free,1
1611,33.87,3,Premium,0
1612,8.7,0,Free,0
1613,14.05,3,Free,0
1614,10.49,0,Free,1
1615,23.82,0,Premium,1
1616,8.57,1,Free,0
1617,13.33,1,Free,0
1618,27.03,0,Premium,0
1619,39.76,0,Premium,1
1620,7.37,1,Free,0
1621,5.59,0,Free,1
1622,12.92,0,Free,1
1623,10.81,0,Free,1
1624,31.38,0,Premium,0
1625,27.88,1,Premium,0
1626,6.32,1,Free,0
1627,43.38,0,Premium,0
1628,14.47,2,Free,1
1629,10.72,0,Free,1
1630,14.97,0,Free,0
1631,1.76,0,Free,1
1632,11.88,0,Free,0
1633,11.82,0,Free,1
1634,14.33,2,Free,0
1635,13.61,0,Free,1
1636,15.54,1,Premium,0
1637,5.8,2,Free,0
1638,31.36,1,Premium,0
1639,27.53,1,Premium,0
1640,10.54,1,Free,1
1641,10.83,4,Free,0
1642,8.63,1,Free,0
1643,12.8,1,Free,0
1644,6.32,1,Free,0
1645,16.18,0,Free,1
1646,7.01,2,Free,1
1647,32.29,3,Premium,0
1648,16.78,0,Free,1
1649,8.82,3,Free,1
1650,15.9,2,Premium,0
1651,7.02,4,Free,1
1652,10.14,0,Free,0
1653,24.61,3,Premium,0
1654,8.78,5,Free,0
1655,7.27,1,Free,1
1656,4.39,0,Free,1
1657,22.53,0,Premium,0
1658,17.76,0,Free,0
1659,15.34,5,Free,1
1660,9.3,1,Free,0
1661,25.27,0,Premium,0
1662,27.2,0,Premium,1
1663,3.55,0,Free,1
1664,9.41,0,Free,1
1665,5.34,0,Free,1
1666,15.76,0,Free,0
1667,10.56,0,Free,1
1668,13.4,0,Free,1
1669,7.92,3,Free,1
1670,7.87,1,Free,0
1671,11.72,1,Free,0
1672,2.94,1,Free,1
1673,12.44,1,Free,0
1674,1.71,1,Free,1
1675,15.22,0,Premium,1
1676,30.74,1,Premium,0
1677,8.18,1,Free,1
1678,33.56,0,Premium,1
1679,10.4,3,Free,0
1680,14.0,2,Free,0
1681,10.92,0,Free,1
1682,12.19,0,Free,1
1683,22.09,0,Premium,1
1684,9.96,2,Free,0
1685,7.53,3,Free,1
1686,10.95,0,Free,1
1687,11.21,0,Free,1
1688,8.84,1,Free,0
1689,12.92,0,Free,1
1690,30.6,1,Premium,0
1691,7.98,0,Free,0
1692,11.39,1,Free,0
1693,26.48,0,Premium,0
1694,16.31,0,Free,0
1695,16.84,2,Free,0
1696,28.46,2,Premium,0
1697,12.95,0,Free,0
1698,9.71,0,Free,1
1699,10.15,0,Free,0
1700,14.65,4,Free,0
1701,5.52,1,Free,1
1702,7.69,2,Free,0
1703,6.3,0,Free,0
1704,19.74,0,Free,1
1705,8.05,0,Free,0
1706,11.17,0,Free,0
1707,11.85,0,Free,1
1708,5.85,2,Free,0
1709,9.87,0,Free,1
1710,9.38,0,Free,1
1711,33.79,1,Premium,0
1712,23.2,5,Premium,0
1713,15.51,0,Free,1
1714,8.44,2,Free,0
1715,12.68,1,Free,1
1716,17.8,0,Free,0
1717,11.07,1,Free,0
1718,7.02,0,Free,0
1719,12.42,0,Free,1
1720,27.23,0,Premium,0
1721,9.79,0,Free,0
1722,11.94,4,Free,0
1723,25.67,0,Premium,0
1724,7.74,0,Free,0
1725,25.89,0,Premium,0
1726,8.36,0,Free,1
1727,36.45,1,Premium,0
1728,12.13,0,Free,1
1729,12.06,2,Free,0
1730,25.42,0,Premium,1
1731,13.4,1,Free,0
1732,33.66,1,Premium,0
1733,21.31,0,Premium,1
1734,6.59,0,Free,0
1735,11.09,0,Free,0
1736,18.13,0,Free,0
1737,11.14,1,Free,1
1738,14.19,0,Free,1
1739,28.58,1,Premium,0
1740,14.0,1,Free,1
1741,9.36,0,Free,1
1742,16.7,4,Free,0
1743,4.21,3,Free,0
1744,26.0,0,Premium,0
1745,24.18,1,Premium,0
1746,13.74,0,Free,0
1747,8.98,0,Free,1
1748,7.07,0,Free,1
1749,30.41,1,Premium,0
1750,15.19,0,Free,0
1751,14.93,0,Free,1
1752,8.69,2,Free,0
1753,6.0,0,Free,1
1754,11.37,3,Free,0
1755,35.13,0,Premium,0
1756,12.37,0,Free,0
1757,9.06,1,Free,0
1758,22.03,0,Premium,0
1759,8.73,0,Free,0
1760,19.05,0,Free,1
1761,5.43,2,Free,0
1762,7.97,1,Free,0
1763,4.87,3,Free,1
1764,40.07,2,Premium,0
1765,6.1,1,Free,0
1766,4.85,1,Free,1
1767,6.22,0,Free,1
1768,8.98,1,Free,0
1769,9.96,1,Free,0
1770,9.35,0,Free,0
1771,29.9,3,Premium,0
1772,13.08,0,Free,1
1773,4.44,1,Free,0
1774,13.39,1,Free,0
1775,19.9,2,Premium,0
1776,14.4,0,Free,0
1777,14.85,3,Free,0
1778,4.31,2,Free,1
1779,8.48,0,Free,0
1780,6.8,3,Free,0
1781,1.94,1,Free,1
1782,24.85,0,Premium,1
1783,9.3,0,Free,0
1784,17.81,1,Free,0
1785,11.66,0,Free,1
1786,37.07,2,Premium,0
1787,8.47,0,Free,1
1788,7.88,0,Free,0
1789,9.81,0,Free,0
1790,37.02,0,Premium,0
1791,2.59,0,Free,1
1792,14.73,1,Free,0
1793,36.97,2,Premium,0
1794,16.48,1,Free,1
1795,16.98,1,Free,1
1796,22.37,2,Premium,0
1797,13.08,0,Free,1
1798,10.37,3,Free,0
1799,10.66,0,Free,0
1800,10.8,3,Free,0
1801,9.88,1,Premium,0
1802,35.32,0,Premium,1
1803,16.02,1,Free,1
1804,11.94,0,Free,0
1805,11.22,0,Free,0
1806,12.89,0,Free,0
1807,1.42,1,Free,0
1808,15.73,0,Free,0
1809,15.57,1,Free,0
1810,10.41,0,Free,1
1811,13.86,0,Free,1
1812,8.47,1,Free,0
1813,14.62,3,Free,1
1814,11.74,0,Free,1
1815,6.61,1,Free,0
1816,19.12,0,Premium,0
1817,42.46,0,Premium,1
1818,9.7,3,Free,1
1819,6.49,0,Free,1
1820,11.56,1,Free,0
1821,11.74,2,Free,0
1822,13.54,0,Free,0
1823,8.92,4,Free,1
1824,10.58,2,Free,0
1825,9.97,0,Free,0
1826,35.78,1,Premium,0
1827,2.1,2,Free,1
1828,16.8,2,Free,0
1829,10.85,1,Free,0
1830,5.79,0,Free,1
1831,8.8,2,Free,0
1832,17.21,1,Premium,0
1833,13.44,0,Free,0
1834,32.99,0,Premium,0
1835,22.2,1,Premium,0
1836,16.71,1,Premium,0
1837,5.69,0,Free,0
1838,11.41,2,Free,0
1839,12.78,1,Free,1
1840,9.52,0,Free,0
1841,7.55,2,Free,0
1842,3.65,0,Free,1
1843,3.84,1,Free,1
1844,9.19,2,Free,0
1845,13.83,0,Free,1
1846,9.17,0,Free,0
1847,10.97,1,Free,0
1848,12.38,0,Free,1
1849,14.49,0,Free,0
1850,26.34,0,Premium,1
1851,8.3,1,Free,0
1852,14.83,1,Free,0
1853,3.41,0,Free,1
1854,2.33,1,Free,0
1855,9.88,2,Free,0
1856,7.6,0,Free,1
1857,9.73,0,Free,1
1858,8.14,1,Free,0
1859,14.04,0,Free,1
1860,29.69,1,Premium,0
1861,12.96,2,Free,0
1862,42.08,0,Premium,1
1863,9.61,0,Free,1
1864,11.53,0,Free,1
1865,10.19,0,Free,0
1866,9.94,2,Free,0
1867,8.52,1,Free,1
1868,9.31,0,Free,0
1869,11.26,0,Free,1
1870,6.48,3,Free,0
1871,4.6,0,Free,1
1872,9.6,2,Free,0
1873,27.19,0,Premium,0
1874,17.39,0,Free,1
1875,9.76,0,Free,0
1876,18.34,0,Premium,1
1877,15.7,0,Free,1
1878,11.93,1,Free,0
1879,16.71,1,Free,1
1880,9.12,1,Free,1
1881,28.5,0,Premium,0
1882,9.76,0,Free,0
1883,4.61,0,Free,1
1884,9.98,0,Free,1
1885,12.3,4,Free,0
1886,29.62,0,Premium,1
1887,7.66,1,Free,0
1888,30.21,2,Premium,0
1889,8.68,1,Free,0
1890,11.5,1,Free,0
1891,8.55,1,Free,0
1892,7.33,1,Free,0
1893,20.49,1,Premium,0
1894,11.02,1,Free,0
1895,24.04,2,Premium,0
1896,15.89,0,Premium,1
1897,11.05,0,Free,0
1898,11.74,6,Free,0
1899,41.32,0,Premium,0
1900,14.53,1,Free,0
1901,7.28,4,Free,0
1902,12.84,2,Free,1
1903,18.06,1,Premium,0
1904,2.65,1,Free,1
1905,6.29,0,Free,1
1906,1.44,0,Free,1
1907,8.73,8,Free,0
1908,12.39,0,Free,1
1909,37.79,0,Premium,0
1910,13.0,1,Free,1
1911,10.49,2,Free,0
1912,15.33,0,Premium,0
1913,4.52,0,Free,1
1914,11.7,2,Free,0
1915,8.58,0,Free,1
1916,4.75,1,Free,1
1917,10.91,3,Free,0
1918,6.64,0,Free,1
1919,11.55,1,Free,0
1920,27.14,1,Premium,0
1921,7.73,0,Free,0
1922,11.36,0,Free,0
1923,12.53,0,Free,1
1924,11.1,0,Free,0
1925,26.03,0,Premium,0
1926,12.49,0,Free,1
1927,6.59,6,Free,0
1928,8.6,1,Free,0
1929,10.22,1,Free,0
1930,9.13,1,Free,1
1931,30.98,3,Premium,0
1932,10.15,0,Free,0
1933,19.34,0,Free,0
1934,12.46,1,Free,0
1935,31.09,0,Premium,0
1936,6.42,0,Free,1
1937,5.53,0,Free,0
1938,20.98,0,Premium,0
1939,9.06,1,Free,0
1940,8.66,0,Free,0
1941,6.98,3,Free,1
1942,13.68,0,Free,1
1943,1.45,0,Free,1
1944,13.04,1,Free,0
1945,8.72,0,Free,0
1946,9.24,0,Free,1
1947,13.81,2,Free,0
1948,6.32,0,Free,1
1949,7.4,1,Free,0
1950,9.34,0,Free,1
1951,11.23,1,Free,0
1952,12.48,2,Free,0
1953,2.98,0,Free,1
1954,13.47,4,Free,1
1955,12.68,1,Free,0
1956,9.64,1,Free,0
1957,10.11,1,Free,1
1958,21.78,0,Premium,0
1959,7.81,0,Free,1
1960,3.85,0,Free,1
1961,7.24,2,Free,0
1962,4.5,1,Free,1
1963,13.28,2,Free,1
1964,4.49,1,Free,1
1965,9.08,2,Free,1
1966,7.56,1,Free,0
1967,12.95,1,Free,0
1968,8.31,1,Free,0
1969,7.45,2,Free,0
1970,8.53,0,Free,1
1971,14.05,4,Free,0
1972,11.2,0,Free,1
1973,10.81,0,Free,1
1974,10.94,4,Free,0
1975,16.7,3,Premium,0
1976,4.73,0,Free,1
1977,6.82,0,Free,0
1978,15.07,0,Free,1
1979,10.9,1,Free,0
1980,15.56,1,Free,1
1981,44.95,2,Premium,0
1982,12.87,0,Free,1
1983,7.8,0,Free,1
1984,6.93,0,Free,1
1985,8.72,0,Free,1
1986,15.24,0,Free,0
1987,10.27,1,Free,0
1988,31.89,2,Premium,0
1989,5.7,1,Free,0
1990,5.67,0,Free,0
1991,8.97,0,Premium,0
1992,4.14,0,Free,1
1993,14.54,1,Free,1
1994,12.23,1,Free,1
1995,15.81,0,Free,0
1996,3.64,0,Free,1
1997,10.0,1,Free,0
1998,27.23,0,Premium,1
1999,38.56,0,Premium,0
2000,24.18,2,Premium,0
