purchase_id,user_id,purchase_time,product_category,order_value,payment_method
449,409,2025-05-10 08:32:00,Food,34.6,Credit Card
450,409,2025-05-10 08:18:00,Fashion,435.11,UPI
451,410,2024-05-01 15:35:00,Electronics,226.15,Debit Card
452,411,2024-09-07 10:38:00,Entertainment,300.3,PayPal
453,412,2025-08-18 19:47:00,Entertainment,180.13,UPI
454,412,2025-08-18 19:30:00,Food,399.93,PayPal
455,412,2025-08-01 12:26:00,Entertainment,391.46,PayPal
456,413,2024-05-11 16:20:00,Fashion,133.43,Debit Card
457,416,2025-02-05 12:36:00,Electronics,118.19,Credit Card
458,417,2025-06-15 02:09:00,Entertainment,101.26,PayPal
459,419,2025-12-01 13:25:00,Food,434.57,UPI
460,421,2024-06-06 18:38:00,Fashion,455.61,UPI
461,422,2025-04-01 20:03:00,Food,373.79,Credit Card
462,424,2024-09-27 10:11:00,Entertainment,170.28,Debit Card
463,425,2024-03-25 08:58:00,Entertainment,227.36,PayPal
464,426,2025-01-27 06:50:00,Entertainment,459.83,PayPal
465,427,2025-05-23 13:30:00,Food,255.69,PayPal
466,427,2025-03-15 18:53:00,Electronics,270.53,Debit Card
467,428,2025-02-27 01:27:00,Electronics,97.96,PayPal
468,429,2024-06-09 12:49:00,Entertainment,409.75,Debit Card
469,430,2025-01-19 06:07:00,Food,254.05,Credit Card
470,431,2025-04-16 19:12:00,Electronics,148.53,PayPal
471,431,2025-06-18 03:02:00,Fashion,421.63,UPI
472,433,2026-01-13 12:24:00,Fashion,428.8,Debit Card
473,433,2026-01-13 12:12:00,Fashion,70.76,PayPal
474,436,2024-10-21 01:42:00,Electronics,403.43,Debit Card
475,436,2024-09-20 22:22:00,Fashion,271.47,Debit Card
476,437,2024-11-02 00:05:00,Electronics,279.81,Debit Card
477,442,2024-05-07 04:00:00,Entertainment,114.05,UPI
478,443,2025-01-20 12:01:00,Fashion,70.45,UPI
479,444,2026-03-01 06:02:00,Food,216.55,Debit Card
480,446,2024-07-15 13:14:00,Food,311.02,PayPal
481,446,2024-07-15 12:42:00,Fashion,378.61,Debit Card
482,446,2024-07-13 13:17:00,Fashion,20.79,PayPal
483,446,2024-08-24 09:57:00,Food,377.15,Debit Card
484,450,2024-12-26 15:56:00,Electronics,230.4,Debit Card
485,450,2025-01-19 01:54:00,Electronics,325.48,Credit Card
486,450,2024-11-28 19:03:00,Entertainment,234.91,Debit Card
487,450,2024-11-21 02:43:00,Electronics,384.88,UPI
488,456,2026-01-01 06:00:00,Fashion,143.43,Debit Card
489,459,2025-02-28 05:59:00,Electronics,253.11,Credit Card
490,460,2025-10-15 22:02:00,Entertainment,257.7,Credit Card
491,460,2025-10-15 22:19:00,Entertainment,138.31,Debit Card
492,464,2025-02-02 10:50:00,Entertainment,498.93,PayPal
493,464,2025-01-14 08:03:00,Entertainment,326.34,Debit Card
494,464,2025-01-14 07:23:00,Electronics,267.45,Credit Card
495,465,2026-01-27 12:33:00,Food,394.41,PayPal
496,466,2025-11-28 03:08:00,Food,36.64,UPI
497,467,2025-12-25 20:03:00,Food,30.89,Credit Card
498,469,2026-03-12 16:17:00,Entertainment,361.75,Debit Card
499,469,2026-02-16 02:57:00,Food,456.68,Debit Card
500,470,2024-05-11 21:39:00,Electronics,191.91,Credit Card
501,470,2024-05-11 21:14:00,Electronics,200.69,Credit Card
502,470,2024-05-02 20:22:00,Fashion,463.84,PayPal
503,470,2024-05-02 19:58:00,Food,291.65,UPI
504,471,2025-12-22 23:47:00,Food,475.39,PayPal
505,472,2025-01-17 18:18:00,Entertainment,315.88,UPI
506,472,2025-01-17 18:04:00,Fashion,325.61,UPI
507,472,2024-12-13 21:59:00,Entertainment,385.16,UPI
508,472,2024-12-28 19:20:00,Fashion,473.74,Credit Card
509,472,2024-12-28 19:54:00,Electronics,475.16,UPI
510,475,2025-08-08 05:56:00,Food,377.64,PayPal
511,483,2025-09-10 16:04:00,Entertainment,227.46,Debit Card
512,484,2025-11-12 15:24:00,Fashion,135.39,Debit Card
513,485,2025-07-30 23:03:00,Electronics,211.69,UPI
514,485,2025-07-30 23:27:00,Fashion,413.81,PayPal
515,488,2025-01-09 03:50:00,Food,414.33,UPI
516,491,2025-08-14 10:23:00,Entertainment,36.69,Credit Card
517,491,2025-10-13 19:54:00,Fashion,202.84,PayPal
518,492,2025-05-12 16:25:00,Fashion,152.1,UPI
519,492,2025-05-12 16:35:00,Electronics,14.3,PayPal
520,492,2025-03-27 15:19:00,Entertainment,483.45,PayPal
521,492,2025-06-03 23:22:00,Entertainment,298.82,Debit Card
522,493,2025-02-18 07:56:00,Food,256.69,Debit Card
523,493,2025-03-21 09:10:00,Electronics,106.52,PayPal
524,494,2025-06-30 05:37:00,Fashion,355.01,PayPal
525,496,2024-05-02 10:09:00,Entertainment,178.89,UPI
526,496,2024-05-02 10:33:00,Food,184.45,Debit Card
527,498,2025-05-24 19:56:00,Entertainment,299.28,Debit Card
528,499,2025-12-27 04:57:00,Entertainment,365.6,Credit Card
529,500,2024-09-11 07:51:00,Fashion,316.5,Debit Card
530,500,2024-10-17 07:40:00,Entertainment,407.33,UPI
531,500,2024-10-17 07:11:00,Fashion,186.02,PayPal
532,503,2024-06-10 18:59:00,Food,411.74,PayPal
533,503,2024-05-27 17:42:00,Fashion,32.87,Debit Card
534,503,2024-05-27 17:34:00,Fashion,91.55,Credit Card
535,504,2025-12-20 09:08:00,Food,31.83,Credit Card
536,504,2026-03-14 09:32:00,Electronics,273.68,Debit Card
537,504,2026-03-14 09:33:00,Electronics,317.72,UPI
538,505,2025-02-06 06:44:00,Electronics,231.96,UPI
539,506,2025-03-04 07:59:00,Entertainment,133.72,UPI
540,507,2024-03-29 10:41:00,Fashion,97.17,Debit Card
541,507,2024-03-22 03:30:00,Entertainment,158.96,Credit Card
542,509,2025-06-22 17:58:00,Entertainment,247.28,Credit Card
543,511,2024-03-24 10:39:00,Electronics,250.63,Credit Card
544,511,2024-03-24 11:12:00,Fashion,361.08,Credit Card
545,511,2024-06-09 18:29:00,Electronics,462.59,Credit Card
546,513,2026-03-03 23:54:00,Entertainment,423.25,PayPal
547,516,2024-12-03 19:57:00,Electronics,343.4,Credit Card
548,517,2024-07-14 19:31:00,Entertainment,379.49,UPI
549,517,2024-04-15 22:57:00,Fashion,451.12,Credit Card
550,517,2024-04-15 23:11:00,Entertainment,117.33,UPI
551,518,2025-04-26 15:16:00,Food,283.48,Debit Card
552,518,2025-04-26 14:46:00,Food,95.22,Credit Card
553,521,2024-06-21 09:34:00,Entertainment,239.23,Debit Card
554,521,2024-06-21 08:57:00,Fashion,342.77,Credit Card
555,525,2025-02-13 16:46:00,Fashion,50.29,Debit Card
556,525,2025-02-13 01:15:00,Electronics,139.89,Debit Card
557,525,2025-04-03 00:44:00,Food,218.11,PayPal
558,530,2025-10-02 08:36:00,Fashion,129.05,Credit Card
559,530,2025-11-03 15:43:00,Food,34.04,UPI
560,532,2025-06-06 23:59:00,Fashion,463.93,UPI
561,534,2025-04-24 12:20:00,Fashion,476.04,Debit Card
562,535,2025-07-31 04:11:00,Electronics,271.7,UPI
563,535,2025-08-12 20:45:00,Fashion,134.11,PayPal
564,535,2025-08-12 20:32:00,Entertainment,288.23,PayPal
565,536,2024-11-10 17:29:00,Fashion,100.48,UPI
566,536,2024-11-10 17:00:00,Fashion,21.72,PayPal
567,536,2024-10-11 23:42:00,Electronics,407.05,PayPal
568,538,2025-09-08 07:16:00,Entertainment,13.05,PayPal
569,538,2025-09-08 07:10:00,Electronics,431.09,UPI
570,538,2025-11-20 12:13:00,Entertainment,64.23,Credit Card
571,538,2025-11-20 11:47:00,Food,312.44,Credit Card
572,538,2025-10-19 00:06:00,Electronics,383.15,UPI
573,545,2024-03-24 14:04:00,Food,285.84,Credit Card
574,546,2025-03-26 22:09:00,Fashion,71.55,Debit Card
575,546,2025-03-26 22:28:00,Food,444.05,Credit Card
576,546,2025-02-11 03:08:00,Fashion,92.23,Debit Card
577,546,2025-03-23 08:38:00,Food,110.18,PayPal
578,550,2025-04-22 16:26:00,Electronics,320.11,PayPal
579,550,2025-04-22 16:36:00,Entertainment,495.4,PayPal
580,550,2025-06-17 20:51:00,Fashion,295.58,Debit Card
581,550,2025-04-19 12:38:00,Fashion,167.48,UPI
582,550,2025-04-19 12:58:00,Fashion,495.01,Debit Card
583,553,2025-02-03 03:47:00,Entertainment,131.21,UPI
584,555,2024-09-18 10:25:00,Fashion,406.48,Credit Card
585,555,2024-09-18 10:35:00,Food,351.02,Debit Card
586,559,2025-11-12 15:34:00,Food,452.32,PayPal
587,560,2025-03-28 23:45:00,Entertainment,317.3,Credit Card
588,562,2025-05-02 05:31:00,Electronics,77.23,Debit Card
589,562,2025-04-15 11:20:00,Entertainment,191.85,Credit Card
590,562,2025-04-03 16:10:00,Electronics,11.31,PayPal
591,563,2025-05-19 19:47:00,Food,124.49,PayPal
592,563,2025-02-17 05:44:00,Food,442.99,UPI
593,563,2025-04-25 22:32:00,Entertainment,257.31,PayPal
594,563,2025-04-25 22:11:00,Food,408.32,PayPal
595,564,2024-12-02 15:26:00,Fashion,29.36,PayPal
596,564,2025-01-04 06:24:00,Food,148.6,Debit Card
597,564,2025-01-04 06:15:00,Electronics,210.34,Credit Card
598,566,2025-06-04 13:55:00,Electronics,272.24,PayPal
599,567,2024-05-26 06:45:00,Entertainment,432.02,UPI
600,567,2024-05-26 06:46:00,Food,224.16,Credit Card
601,568,2025-06-12 11:33:00,Electronics,254.45,UPI
602,568,2025-06-12 12:24:00,Fashion,478.83,Credit Card
603,568,2025-04-23 03:10:00,Electronics,137.93,Credit Card
604,568,2025-04-23 03:08:00,Fashion,208.85,Debit Card
605,569,2024-03-18 00:06:00,Fashion,175.3,PayPal
606,570,2025-04-09 05:43:00,Electronics,388.3,UPI
607,570,2025-04-25 07:21:00,Entertainment,497.13,Debit Card
608,572,2025-12-22 16:37:00,Food,62.12,Debit Card
609,572,2025-12-23 13:28:00,Fashion,366.07,Debit Card
610,573,2025-12-27 06:30:00,Fashion,203.76,Debit Card
611,573,2025-12-27 06:52:00,Food,59.13,Debit Card
612,573,2026-01-05 01:29:00,Entertainment,40.78,Debit Card
613,573,2026-01-05 01:32:00,Entertainment,431.59,Credit Card
614,574,2024-09-01 18:58:00,Food,399.68,UPI
615,575,2024-12-29 20:17:00,Food,404.0,UPI
616,575,2024-12-29 19:42:00,Electronics,213.39,UPI
617,576,2025-05-17 16:07:00,Entertainment,234.09,Credit Card
618,576,2025-05-17 16:19:00,Entertainment,262.51,PayPal
619,576,2025-06-30 08:29:00,Food,482.01,Credit Card
620,576,2025-06-30 08:09:00,Fashion,308.28,PayPal
621,576,2025-06-17 16:19:00,Electronics,243.52,Credit Card
622,577,2024-06-07 20:04:00,Food,252.58,Debit Card
623,577,2024-06-07 20:18:00,Electronics,188.42,Credit Card
624,578,2025-11-28 03:28:00,Entertainment,253.29,Credit Card
625,580,2025-01-10 10:12:00,Food,358.05,Debit Card
626,581,2024-09-28 22:01:00,Food,231.12,Debit Card
627,584,2025-12-02 05:48:00,Food,287.06,PayPal
628,586,2026-01-08 21:19:00,Food,49.97,Credit Card
629,586,2026-01-08 21:17:00,Entertainment,464.23,Credit Card
630,586,2026-01-07 06:47:00,Entertainment,460.57,Credit Card
631,587,2024-03-19 20:17:00,Food,492.85,PayPal
632,587,2024-03-19 21:07:00,Food,468.6,UPI
633,590,2024-10-07 21:35:00,Electronics,35.6,UPI
634,592,2025-07-30 03:13:00,Fashion,194.54,Credit Card
635,593,2024-05-20 01:19:00,Fashion,464.72,Debit Card
636,595,2024-08-27 05:01:00,Electronics,155.72,Credit Card
637,596,2025-02-19 17:55:00,Electronics,431.36,Debit Card
638,597,2025-08-04 13:25:00,Food,445.8,Credit Card
639,598,2025-05-26 21:58:00,Entertainment,51.98,Credit Card
640,600,2024-05-26 07:49:00,Entertainment,444.33,PayPal
641,601,2025-04-14 15:07:00,Food,70.63,PayPal
642,601,2025-04-18 02:55:00,Electronics,330.84,Debit Card
643,602,2025-05-18 14:26:00,Food,57.18,PayPal
644,602,2025-05-18 15:14:00,Entertainment,255.05,Credit Card
645,602,2025-06-11 21:03:00,Food,83.04,Credit Card
646,602,2025-06-11 20:26:00,Fashion,340.78,PayPal
647,602,2025-04-22 05:48:00,Food,212.14,Credit Card
648,603,2025-01-19 22:36:00,Food,316.81,Credit Card
649,603,2025-01-19 22:59:00,Electronics,270.47,Credit Card
650,603,2024-12-12 02:04:00,Electronics,142.77,UPI
651,603,2025-01-22 20:04:00,Entertainment,374.32,PayPal
652,606,2024-06-08 17:29:00,Entertainment,102.88,PayPal
653,606,2024-04-03 21:16:00,Food,148.36,PayPal
654,606,2024-04-03 20:56:00,Fashion,443.62,Credit Card
655,607,2026-01-12 08:51:00,Food,389.1,UPI
656,611,2024-09-11 17:31:00,Food,109.08,UPI
657,611,2024-09-27 13:32:00,Electronics,209.09,PayPal
658,613,2025-02-21 22:25:00,Fashion,444.03,UPI
659,616,2024-08-25 17:07:00,Entertainment,61.09,Credit Card
660,616,2024-10-10 12:13:00,Fashion,84.14,Credit Card
661,618,2024-07-21 23:00:00,Fashion,9.57,UPI
662,618,2024-09-04 11:02:00,Food,131.13,PayPal
663,619,2025-06-24 11:15:00,Entertainment,129.69,UPI
664,619,2025-06-24 11:49:00,Entertainment,203.11,Debit Card
665,620,2025-08-20 02:28:00,Entertainment,253.16,UPI
666,620,2025-08-20 01:46:00,Entertainment,432.17,PayPal
667,620,2025-09-04 02:16:00,Entertainment,345.42,Credit Card
668,621,2025-08-14 18:32:00,Fashion,470.47,PayPal
669,621,2025-08-14 17:53:00,Electronics,472.11,PayPal
670,625,2025-07-20 07:37:00,Entertainment,55.48,UPI
671,625,2025-05-30 17:45:00,Entertainment,259.01,PayPal
672,626,2025-03-22 03:09:00,Food,470.11,Debit Card
673,629,2024-03-14 13:22:00,Fashion,277.86,Debit Card
674,631,2024-10-21 18:44:00,Food,57.98,Credit Card
675,634,2024-04-17 01:43:00,Food,492.8,Debit Card
676,634,2024-04-17 02:32:00,Food,377.32,Credit Card
677,634,2024-03-25 18:03:00,Food,10.18,Credit Card
678,634,2024-03-25 18:46:00,Electronics,50.22,UPI
679,635,2026-01-19 10:53:00,Food,42.54,Debit Card
680,635,2026-01-19 11:04:00,Electronics,240.0,PayPal
681,636,2024-07-12 14:58:00,Entertainment,282.8,Debit Card
682,638,2026-02-02 06:51:00,Food,328.58,PayPal
683,639,2025-09-25 00:47:00,Food,126.62,UPI
684,640,2025-02-21 14:14:00,Entertainment,494.53,Debit Card
685,640,2025-02-21 14:07:00,Entertainment,94.83,Credit Card
686,644,2024-04-04 05:48:00,Fashion,342.87,Debit Card
687,645,2025-06-09 12:09:00,Electronics,250.25,UPI
688,646,2025-01-31 04:40:00,Entertainment,354.29,PayPal
689,646,2025-02-13 08:09:00,Food,40.82,PayPal
690,647,2025-03-20 02:45:00,Food,407.2,Credit Card
691,647,2025-03-20 02:44:00,Food,334.38,UPI
692,647,2025-04-12 23:38:00,Entertainment,375.34,Debit Card
693,648,2024-07-31 17:13:00,Fashion,35.61,Debit Card
694,650,2024-11-11 06:54:00,Food,401.04,Credit Card
695,652,2025-11-15 11:55:00,Electronics,107.41,Credit Card
696,652,2025-11-15 11:42:00,Food,125.01,UPI
697,652,2025-12-24 19:32:00,Entertainment,320.7,UPI
698,653,2024-06-26 12:33:00,Electronics,285.99,Credit Card
699,654,2025-07-26 14:53:00,Food,448.0,PayPal
700,656,2025-02-04 14:50:00,Food,108.96,PayPal
701,658,2025-10-09 21:30:00,Food,267.69,Credit Card
702,664,2024-08-27 23:35:00,Electronics,322.4,Credit Card
703,664,2024-08-27 23:13:00,Food,90.61,Credit Card
704,664,2024-10-28 06:16:00,Fashion,449.25,UPI
705,664,2024-12-10 08:01:00,Electronics,442.87,Credit Card
706,666,2024-10-07 22:22:00,Fashion,35.07,PayPal
707,667,2024-12-25 21:21:00,Electronics,230.03,Credit Card
708,669,2025-08-01 23:20:00,Entertainment,87.77,Debit Card
709,670,2024-10-13 09:53:00,Electronics,286.2,Credit Card
710,670,2024-10-13 09:38:00,Food,89.26,UPI
711,672,2024-08-28 00:38:00,Entertainment,497.18,Credit Card
712,673,2025-02-06 16:00:00,Food,126.46,UPI
713,673,2025-03-20 18:30:00,Food,205.92,Debit Card
714,673,2025-03-20 18:55:00,Electronics,22.74,Debit Card
715,673,2025-04-14 20:26:00,Food,422.15,PayPal
716,674,2025-05-07 04:08:00,Fashion,87.23,Debit Card
717,674,2025-02-05 04:04:00,Electronics,54.12,PayPal
718,674,2025-05-20 06:32:00,Fashion,253.42,UPI
719,675,2024-09-25 07:03:00,Fashion,19.98,Debit Card
720,675,2024-09-05 10:57:00,Fashion,304.47,PayPal
721,676,2025-11-28 01:20:00,Entertainment,380.03,Credit Card
722,677,2024-10-14 20:07:00,Entertainment,277.81,Debit Card
723,677,2024-10-14 20:22:00,Food,141.69,PayPal
724,678,2026-01-17 08:47:00,Entertainment,172.4,UPI
725,678,2026-01-17 08:58:00,Electronics,159.06,PayPal
726,678,2025-10-25 05:24:00,Fashion,259.9,PayPal
727,681,2025-04-18 15:35:00,Entertainment,45.68,Credit Card
728,681,2024-12-30 08:58:00,Entertainment,278.58,Debit Card
729,682,2024-01-11 05:17:00,Electronics,383.95,PayPal
730,682,2024-01-11 05:18:00,Entertainment,206.64,Debit Card
731,682,2024-01-10 04:55:00,Electronics,256.94,PayPal
732,684,2024-10-23 11:08:00,Food,417.31,Debit Card
733,689,2024-12-11 10:30:00,Fashion,331.21,UPI
734,691,2024-04-28 03:22:00,Food,411.4,Debit Card
735,691,2024-06-04 16:39:00,Electronics,250.51,PayPal
736,691,2024-06-29 08:27:00,Entertainment,469.89,Debit Card
737,693,2025-03-04 22:33:00,Fashion,169.43,UPI
738,694,2024-05-28 01:19:00,Food,154.47,UPI
739,695,2025-06-28 06:28:00,Entertainment,459.7,UPI
740,696,2024-11-03 18:23:00,Entertainment,346.62,PayPal
741,696,2024-11-12 10:35:00,Food,81.81,Debit Card
742,696,2024-12-16 19:22:00,Fashion,245.35,UPI
743,701,2024-05-12 22:49:00,Electronics,227.23,PayPal
744,702,2024-11-14 01:36:00,Food,123.96,PayPal
745,702,2024-09-04 09:25:00,Electronics,476.18,UPI
746,702,2024-09-04 10:21:00,Food,352.11,Credit Card
747,703,2026-01-08 14:17:00,Entertainment,451.33,Credit Card
748,705,2024-10-23 03:33:00,Fashion,325.35,PayPal
749,706,2024-04-27 02:42:00,Electronics,348.77,PayPal
750,706,2024-04-27 02:46:00,Entertainment,370.17,Credit Card
751,707,2024-10-02 05:01:00,Fashion,340.77,PayPal
752,708,2026-01-22 04:40:00,Electronics,472.01,Debit Card
753,710,2025-04-08 06:04:00,Entertainment,250.35,UPI
754,710,2025-07-11 04:01:00,Food,362.85,UPI
755,711,2024-11-13 14:01:00,Entertainment,377.95,Credit Card
756,711,2024-11-13 14:20:00,Entertainment,274.68,UPI
757,712,2024-04-03 01:56:00,Fashion,408.07,UPI
758,712,2024-04-03 01:29:00,Electronics,394.36,Credit Card
759,714,2025-11-24 05:26:00,Entertainment,451.72,Credit Card
760,716,2025-12-20 12:59:00,Food,75.81,PayPal
761,717,2025-09-16 02:41:00,Electronics,72.74,Credit Card
762,717,2025-09-09 14:53:00,Fashion,286.47,Debit Card
763,717,2025-11-07 04:08:00,Food,432.05,UPI
764,717,2025-11-07 04:41:00,Electronics,182.59,PayPal
765,719,2025-09-29 02:53:00,Food,433.03,PayPal
766,720,2024-09-29 00:04:00,Electronics,53.29,PayPal
767,720,2024-09-29 00:25:00,Fashion,233.63,PayPal
768,721,2024-06-15 04:26:00,Fashion,104.8,Credit Card
769,721,2024-04-06 06:40:00,Electronics,213.21,PayPal
770,725,2025-10-28 01:20:00,Fashion,75.94,UPI
771,726,2024-09-21 20:41:00,Fashion,168.59,Credit Card
772,726,2024-09-21 21:06:00,Entertainment,74.4,UPI
773,728,2024-07-06 06:10:00,Entertainment,136.12,Credit Card
774,728,2024-07-06 06:33:00,Entertainment,408.31,Credit Card
775,729,2024-11-20 04:10:00,Food,124.32,UPI
776,729,2024-11-20 04:00:00,Entertainment,419.26,PayPal
777,729,2025-01-01 12:38:00,Fashion,110.57,Credit Card
778,730,2025-07-16 05:01:00,Food,183.09,Credit Card
779,731,2024-09-11 00:18:00,Entertainment,240.68,UPI
780,731,2024-09-11 00:26:00,Entertainment,32.13,Credit Card
781,732,2024-06-12 02:38:00,Food,342.28,Credit Card
782,732,2024-05-05 12:00:00,Electronics,275.81,Debit Card
783,732,2024-05-05 11:59:00,Food,345.02,Debit Card
784,734,2025-01-23 21:31:00,Food,292.34,UPI
785,734,2024-11-17 00:10:00,Entertainment,376.77,UPI
786,734,2024-11-17 00:18:00,Food,10.35,PayPal
787,734,2024-10-22 07:48:00,Fashion,73.88,PayPal
788,737,2025-07-21 12:37:00,Food,410.02,Debit Card
789,737,2025-07-06 15:35:00,Entertainment,160.99,UPI
790,738,2024-09-02 14:17:00,Food,14.95,Debit Card
791,739,2026-02-23 19:26:00,Entertainment,5.31,UPI
792,741,2025-07-20 03:38:00,Entertainment,48.98,PayPal
793,742,2024-05-26 09:23:00,Electronics,10.88,UPI
794,742,2024-05-26 09:11:00,Fashion,28.2,Credit Card
795,746,2026-01-16 10:25:00,Electronics,228.81,Credit Card
796,746,2025-11-25 10:01:00,Electronics,30.05,UPI
797,746,2025-11-25 10:05:00,Fashion,180.74,UPI
798,746,2025-11-10 02:01:00,Fashion,255.6,PayPal
799,747,2026-01-03 17:32:00,Fashion,423.03,Debit Card
800,747,2026-01-03 17:14:00,Fashion,95.7,Credit Card
801,747,2025-12-20 21:59:00,Electronics,96.71,Debit Card
802,747,2025-10-12 13:20:00,Food,113.04,Credit Card
803,748,2025-09-01 14:33:00,Fashion,197.89,Credit Card
804,748,2025-09-01 13:54:00,Food,182.05,UPI
805,750,2025-04-21 02:13:00,Electronics,87.07,UPI
806,750,2025-01-10 22:11:00,Entertainment,329.66,UPI
807,751,2026-01-05 02:44:00,Electronics,158.05,Debit Card
808,752,2025-07-29 08:56:00,Entertainment,287.49,PayPal
809,752,2025-07-29 09:31:00,Electronics,434.06,Debit Card
810,753,2024-02-17 13:41:00,Fashion,291.67,UPI
811,754,2025-06-22 13:56:00,Electronics,314.25,UPI
812,759,2024-02-22 04:24:00,Food,298.56,Credit Card
813,760,2024-10-30 22:12:00,Food,77.55,UPI
814,763,2025-10-29 17:37:00,Electronics,167.67,Debit Card
815,763,2025-09-14 08:13:00,Fashion,156.35,PayPal
816,764,2025-11-22 11:58:00,Entertainment,145.97,Debit Card
817,765,2025-10-24 03:44:00,Entertainment,344.91,PayPal
818,768,2024-09-02 19:55:00,Fashion,330.3,PayPal
819,771,2024-05-28 16:32:00,Electronics,147.47,UPI
820,771,2024-03-19 02:18:00,Entertainment,311.24,Debit Card
821,771,2024-04-08 15:33:00,Fashion,233.3,Credit Card
822,775,2024-06-07 19:36:00,Electronics,495.92,Debit Card
823,775,2024-07-04 22:25:00,Electronics,59.1,Credit Card
824,775,2024-07-04 22:32:00,Electronics,188.08,UPI
825,775,2024-04-14 05:27:00,Electronics,324.5,Debit Card
826,777,2025-01-06 15:45:00,Electronics,418.16,Debit Card
827,777,2025-01-06 15:48:00,Food,270.56,Credit Card
828,778,2025-06-20 06:24:00,Fashion,53.32,Credit Card
829,779,2025-10-20 15:05:00,Food,216.85,PayPal
830,779,2025-10-20 15:25:00,Electronics,26.36,Credit Card
831,779,2025-09-30 23:20:00,Entertainment,192.94,UPI
832,779,2025-09-30 23:05:00,Fashion,322.79,Debit Card
833,780,2025-09-29 18:29:00,Food,267.11,Credit Card
834,780,2025-09-24 15:26:00,Food,459.12,PayPal
835,785,2024-10-02 05:33:00,Food,468.03,PayPal
836,786,2024-01-24 14:07:00,Fashion,499.53,PayPal
837,791,2024-07-23 15:26:00,Food,121.15,PayPal
838,792,2025-06-30 05:14:00,Fashion,176.43,UPI
839,792,2025-06-30 05:43:00,Food,248.98,UPI
840,793,2025-06-20 09:20:00,Electronics,153.11,Credit Card
841,794,2025-06-08 22:39:00,Food,110.53,UPI
842,795,2025-03-12 11:09:00,Entertainment,170.44,PayPal
843,795,2024-12-19 04:26:00,Entertainment,97.02,Credit Card
844,796,2025-10-08 18:06:00,Food,61.92,PayPal
845,797,2025-03-25 08:58:00,Electronics,258.58,UPI
846,801,2024-09-21 09:42:00,Fashion,145.63,PayPal
847,801,2024-09-21 09:53:00,Food,308.41,UPI
848,802,2025-08-09 18:49:00,Food,334.77,Debit Card
849,802,2025-09-10 05:22:00,Electronics,242.39,Credit Card
850,802,2025-10-14 21:52:00,Fashion,438.49,UPI
851,803,2025-11-12 15:08:00,Fashion,487.25,UPI
852,803,2025-09-03 08:53:00,Entertainment,172.59,Credit Card
853,803,2025-10-08 10:38:00,Entertainment,473.81,PayPal
854,804,2025-12-29 08:36:00,Food,474.59,UPI
855,805,2025-04-08 05:17:00,Electronics,194.47,UPI
856,805,2025-05-02 07:51:00,Food,97.89,UPI
857,805,2025-04-21 12:32:00,Fashion,372.3,PayPal
858,806,2024-07-24 16:36:00,Food,228.54,Debit Card
859,807,2025-03-04 12:28:00,Electronics,91.14,PayPal
860,809,2025-12-03 05:07:00,Food,374.03,UPI
861,809,2026-01-05 00:41:00,Fashion,457.91,PayPal
862,810,2024-10-20 15:11:00,Fashion,233.84,Debit Card
863,812,2025-07-01 09:06:00,Food,261.95,Debit Card
864,816,2025-09-12 03:19:00,Food,292.0,PayPal
865,817,2025-08-15 03:51:00,Entertainment,206.18,Debit Card
866,820,2025-04-14 06:18:00,Electronics,492.11,PayPal
867,820,2025-04-14 06:07:00,Entertainment,335.38,Credit Card
868,824,2025-09-16 22:46:00,Electronics,285.32,PayPal
869,826,2024-08-12 01:10:00,Fashion,53.03,Debit Card
870,828,2024-03-11 04:06:00,Electronics,498.99,Credit Card
871,828,2024-03-31 11:30:00,Entertainment,441.32,Credit Card
872,828,2024-03-31 11:18:00,Electronics,157.84,Debit Card
873,830,2025-05-09 00:41:00,Entertainment,159.86,Debit Card
874,830,2025-05-09 00:15:00,Food,416.42,UPI
875,832,2024-06-20 22:30:00,Fashion,463.28,Credit Card
876,834,2026-02-01 01:28:00,Entertainment,127.3,UPI
877,836,2024-06-11 15:29:00,Food,310.64,UPI
878,836,2024-06-19 18:09:00,Fashion,58.94,PayPal
879,836,2024-06-19 18:33:00,Fashion,439.68,PayPal
880,839,2024-08-02 15:16:00,Entertainment,343.08,UPI
881,839,2024-08-02 14:48:00,Entertainment,205.66,PayPal
882,839,2024-08-06 17:53:00,Electronics,21.87,Credit Card
883,843,2024-09-27 06:17:00,Fashion,268.69,PayPal
884,844,2025-03-05 06:56:00,Electronics,343.83,UPI
885,845,2025-05-17 03:22:00,Fashion,195.47,PayPal
886,846,2025-03-31 10:05:00,Fashion,479.93,Credit Card
887,848,2024-04-16 22:28:00,Fashion,15.35,Debit Card
888,849,2025-05-20 20:34:00,Food,301.71,PayPal
889,849,2025-05-20 21:16:00,Electronics,173.99,Credit Card
890,849,2025-06-29 13:17:00,Food,119.98,PayPal
891,850,2024-04-11 01:11:00,Entertainment,208.63,Debit Card
892,853,2025-06-20 10:55:00,Entertainment,149.59,Credit Card
893,854,2025-03-06 13:44:00,Electronics,52.37,Credit Card
894,854,2025-03-06 13:35:00,Food,480.55,PayPal
895,856,2024-05-06 07:49:00,Fashion,213.52,Debit Card
896,856,2024-03-27 16:13:00,Entertainment,342.31,Debit Card
897,857,2025-08-18 06:34:00,Electronics,335.74,PayPal
898,857,2025-08-18 06:06:00,Fashion,167.94,Debit Card
899,858,2025-01-05 15:25:00,Entertainment,29.57,PayPal
