session_id,user_id,session_start,session_end,session_duration_minutes,pages_viewed,platform
1699,553,2025-04-10 00:13:00,2025-04-10 00:26:16.600472,13.28,6,iOS
1700,553,2025-01-20 15:46:00,2025-01-20 15:52:37.567007,6.63,3,iOS
1701,553,2025-04-23 21:44:00,2025-04-23 21:59:40.328796,15.67,7,iOS
1702,553,2025-02-03 03:00:00,2025-02-03 03:01:07.894703,1.13,0,iOS
1703,554,2025-07-26 16:47:00,2025-07-26 16:53:17.159627,6.29,3,Web
1704,554,2025-04-27 14:49:00,2025-04-27 14:59:05.341083,10.09,5,Web
1705,555,2024-09-18 10:22:00,2024-09-18 10:30:33.557634,8.56,4,iOS
1706,556,2026-03-03 08:21:00,2026-03-03 08:35:24.659190,14.41,7,Web
1707,556,2026-02-20 22:53:00,2026-02-20 23:02:24.562368,9.41,4,Web
1708,556,2025-11-13 09:27:00,2025-11-13 09:36:32.949415,9.55,4,Web
1709,557,2025-12-09 01:39:00,2025-12-09 01:52:32.582420,13.54,6,Android
1710,558,2024-12-22 17:07:00,2024-12-22 17:25:29.339637,18.49,9,Android
1711,559,2025-11-08 00:12:00,2025-11-08 00:17:40.293232,5.67,2,iOS
1712,559,2025-11-12 15:08:00,2025-11-12 15:11:49.208321,3.82,1,iOS
1713,559,2026-02-14 06:53:00,2026-02-14 07:10:57.178658,17.95,8,iOS
1714,560,2025-03-28 23:32:00,2025-03-28 23:50:30.402795,18.51,9,Android
1715,560,2025-06-13 04:29:00,2025-06-13 04:43:26.612610,14.44,7,Android
1716,560,2025-04-27 23:34:00,2025-04-27 23:42:09.387274,8.16,4,Android
1717,561,2025-06-02 15:44:00,2025-06-02 15:50:48.502833,6.81,3,iOS
1718,561,2025-07-04 18:17:00,2025-07-04 18:18:03.009816,1.05,0,iOS
1719,562,2025-05-22 22:08:00,2025-05-22 22:26:52.463739,18.87,9,Android
1720,562,2025-04-14 02:53:00,2025-04-14 03:07:50.817408,14.85,7,Android
1721,562,2025-05-02 05:05:00,2025-05-02 05:22:11.488120,17.19,8,Android
1722,562,2025-04-15 11:00:00,2025-04-15 11:13:56.360728,13.94,6,Android
1723,562,2025-03-16 14:16:00,2025-03-16 14:35:24.915768,19.42,9,Android
1724,562,2025-06-15 05:23:00,2025-06-15 05:30:01.657789,7.03,3,Android
1725,562,2025-04-03 16:06:00,2025-04-03 16:10:46.636877,4.78,2,Android
1726,563,2025-05-19 19:04:00,2025-05-19 19:47:31.906686,43.53,21,Android
1727,563,2025-04-09 08:01:00,2025-04-09 08:15:32.917440,14.55,7,Android
1728,563,2025-05-02 08:02:00,2025-05-02 08:14:00.371529,12.01,6,Android
1729,563,2025-04-11 01:00:00,2025-04-11 01:25:41.947153,25.7,12,Android
1730,563,2025-02-17 04:52:00,2025-02-17 05:24:01.110291,32.02,16,Android
1731,563,2025-04-25 22:10:00,2025-04-25 22:33:58.986267,23.98,11,Android
1732,564,2024-09-15 20:01:00,2024-09-15 20:04:37.115018,3.62,1,iOS
1733,564,2024-12-02 15:22:00,2024-12-02 15:36:47.710837,14.8,7,iOS
1734,564,2025-01-04 06:10:00,2025-01-04 06:29:59.611782,19.99,9,iOS
1735,564,2025-01-01 12:11:00,2025-01-01 12:29:28.499028,18.47,9,iOS
1736,565,2026-02-11 08:31:00,2026-02-11 08:48:59.604984,17.99,8,Web
1737,565,2026-01-15 02:35:00,2026-01-15 02:43:43.045023,8.72,4,Web
1738,565,2025-12-05 18:35:00,2025-12-05 18:46:08.627999,11.14,5,Web
1739,565,2025-11-11 15:43:00,2025-11-11 15:47:54.568839,4.91,2,Web
1740,565,2026-01-19 14:10:00,2026-01-19 14:29:03.161070,19.05,9,Web
1741,566,2025-06-04 13:21:00,2025-06-04 13:30:15.925004,9.27,4,Web
1742,566,2025-05-31 07:53:00,2025-05-31 08:00:12.818635,7.21,3,Web
1743,566,2025-04-26 07:39:00,2025-04-26 07:44:31.263493,5.52,2,Web
1744,567,2024-05-26 06:06:00,2024-05-26 06:17:03.026368,11.05,5,Android
1745,567,2024-05-10 03:33:00,2024-05-10 03:47:10.814841,14.18,7,Android
1746,567,2024-05-21 10:24:00,2024-05-21 10:28:57.143081,4.95,2,Android
1747,567,2024-07-06 20:43:00,2024-07-06 20:58:32.364163,15.54,7,Android
1748,568,2025-06-12 11:31:00,2025-06-12 11:49:43.684659,18.73,9,Android
1749,568,2025-04-19 22:59:00,2025-04-19 23:08:07.277888,9.12,4,Android
1750,568,2025-04-23 03:04:00,2025-04-23 03:14:15.583157,10.26,5,Android
1751,569,2024-04-07 21:39:00,2024-04-07 21:40:54.662125,1.91,0,Android
1752,569,2024-04-26 07:45:00,2024-04-26 08:02:48.185959,17.8,8,Android
1753,569,2024-06-03 19:15:00,2024-06-03 19:16:23.426303,1.39,0,Android
1754,569,2024-05-20 13:42:00,2024-05-20 13:57:01.653938,15.03,7,Android
1755,569,2024-05-08 01:29:00,2024-05-08 01:34:49.433535,5.82,2,Android
1756,569,2024-03-17 23:52:00,2024-03-17 23:57:18.000325,5.3,2,Android
1757,570,2025-04-09 05:04:00,2025-04-09 05:23:14.290406,19.24,9,iOS
1758,570,2025-04-25 07:21:00,2025-04-25 07:29:58.638299,8.98,4,iOS
1759,571,2024-05-04 00:33:00,2024-05-04 00:45:59.983004,13.0,6,Android
1760,571,2024-03-01 06:28:00,2024-03-01 06:40:49.410009,12.82,6,Android
1761,571,2024-06-07 02:24:00,2024-06-07 02:38:43.802582,14.73,7,Android
1762,572,2025-12-22 15:39:00,2025-12-22 15:50:26.995110,11.45,5,iOS
1763,572,2025-12-23 13:24:00,2025-12-23 13:37:24.124571,13.4,6,iOS
1764,572,2026-02-21 09:27:00,2026-02-21 09:39:24.581061,12.41,6,iOS
1765,573,2026-01-29 07:29:00,2026-01-29 07:43:00.748076,14.01,7,Android
1766,573,2025-12-27 06:30:00,2025-12-27 06:45:27.595905,15.46,7,Android
1767,573,2026-01-05 01:27:00,2026-01-05 01:39:43.085387,12.72,6,Android
1768,574,2024-09-01 18:50:00,2024-09-01 19:07:00.696225,17.01,8,Web
1769,574,2024-11-26 15:13:00,2024-11-26 15:28:10.716800,15.18,7,Web
1770,575,2025-01-03 07:30:00,2025-01-03 07:41:03.126002,11.05,5,Web
1771,575,2024-12-29 19:42:00,2024-12-29 20:01:39.842611,19.66,9,Web
1772,575,2024-11-26 14:56:00,2024-11-26 15:10:58.139614,14.97,7,Web
1773,575,2025-01-06 19:32:00,2025-01-06 19:40:42.027090,8.7,4,Web
1774,576,2025-05-17 16:02:00,2025-05-17 16:09:11.863440,7.2,3,Android
1775,576,2025-06-30 07:53:00,2025-06-30 08:11:13.411108,18.22,9,Android
1776,576,2025-06-17 15:53:00,2025-06-17 16:12:18.620403,19.31,9,Android
1777,576,2025-06-23 13:15:00,2025-06-23 13:18:46.290018,3.77,1,Android
1778,577,2024-08-17 23:21:00,2024-08-17 23:32:08.569529,11.14,5,Android
1779,577,2024-06-07 19:34:00,2024-06-07 19:49:23.764140,15.4,7,Android
1780,577,2024-07-05 07:56:00,2024-07-05 08:15:35.656756,19.59,9,Android
1781,577,2024-07-21 03:26:00,2024-07-21 03:34:37.840408,8.63,4,Android
1782,577,2024-07-15 03:57:00,2024-07-15 04:08:52.478502,11.87,5,Android
1783,578,2025-11-12 10:59:00,2025-11-12 11:18:39.963670,19.67,9,Web
1784,578,2025-12-07 22:10:00,2025-12-07 22:18:04.684130,8.08,4,Web
1785,578,2025-09-10 15:01:00,2025-09-10 15:02:47.261117,1.79,0,Web
1786,578,2025-11-21 17:20:00,2025-11-21 17:29:05.588866,9.09,4,Web
1787,578,2025-11-28 02:56:00,2025-11-28 03:01:17.359218,5.29,2,Web
1788,578,2025-11-27 21:16:00,2025-11-27 21:31:36.920259,15.62,7,Web
1789,578,2025-09-01 16:32:00,2025-09-01 16:35:25.936431,3.43,1,Web
1790,579,2025-04-30 23:16:00,2025-04-30 23:33:10.668746,17.18,8,iOS
1791,579,2025-03-15 03:19:00,2025-03-15 03:28:11.999566,9.2,4,iOS
1792,580,2025-04-26 14:45:00,2025-04-26 14:48:58.210380,3.97,1,Android
1793,580,2025-05-02 17:45:00,2025-05-02 17:57:08.179683,12.14,6,Android
1794,580,2025-01-10 09:18:00,2025-01-10 09:21:42.831017,3.71,1,Android
1795,581,2024-11-29 20:50:00,2024-11-29 21:29:53.367306,39.89,19,iOS
1796,581,2024-10-22 15:49:00,2024-10-22 15:59:41.156133,10.69,5,iOS
1797,581,2024-09-28 21:57:00,2024-09-28 22:09:53.346999,12.89,6,iOS
1798,581,2024-10-24 09:01:00,2024-10-24 09:20:55.311116,19.92,9,iOS
1799,581,2024-12-07 05:07:00,2024-12-07 05:44:13.958692,37.23,18,iOS
1800,581,2024-11-14 05:10:00,2024-11-14 05:48:25.811195,38.43,19,iOS
1801,582,2026-01-01 07:57:00,2026-01-01 08:00:17.787004,3.3,1,iOS
1802,583,2024-06-23 08:38:00,2024-06-23 08:41:49.566682,3.83,1,Android
1803,583,2024-06-06 16:29:00,2024-06-06 16:43:56.732358,14.95,7,Android
1804,584,2025-12-02 05:48:00,2025-12-02 05:57:45.575909,9.76,4,Android
1805,584,2026-01-05 16:37:00,2026-01-05 16:48:59.810810,12.0,5,Android
1806,584,2026-01-23 14:37:00,2026-01-23 14:54:47.007941,17.78,8,Android
1807,584,2025-11-10 11:19:00,2025-11-10 11:27:56.842189,8.95,4,Android
1808,584,2025-10-09 05:55:00,2025-10-09 05:58:03.275006,3.05,1,Android
1809,584,2025-11-15 02:59:00,2025-11-15 03:10:51.259524,11.85,5,Android
1810,585,2024-08-30 16:47:00,2024-08-30 16:56:13.651707,9.23,4,Web
1811,585,2024-08-25 02:42:00,2024-08-25 02:53:37.024622,11.62,5,Web
1812,586,2025-11-05 20:11:00,2025-11-05 20:16:48.182548,5.8,2,iOS
1813,586,2026-01-08 20:50:00,2026-01-08 21:00:17.933589,10.3,5,iOS
1814,586,2026-01-07 06:41:00,2026-01-07 06:51:52.946585,10.88,5,iOS
1815,587,2024-03-26 04:15:00,2024-03-26 04:32:55.073194,17.92,8,Web
1816,587,2024-05-12 20:43:00,2024-05-12 20:59:39.174610,16.65,8,Web
1817,587,2024-04-28 17:51:00,2024-04-28 18:05:00.910949,14.02,7,Web
1818,587,2024-03-19 20:08:00,2024-03-19 20:23:33.636245,15.56,7,Web
1819,587,2024-01-30 13:04:00,2024-01-30 13:10:55.576287,6.93,3,Web
1820,587,2024-03-08 23:12:00,2024-03-08 23:25:30.069388,13.5,6,Web
1821,588,2024-05-24 08:20:00,2024-05-24 08:33:11.590486,13.19,6,Android
1822,589,2024-06-13 18:59:00,2024-06-13 19:02:36.117976,3.6,1,Android
1823,589,2024-04-04 05:56:00,2024-04-04 06:07:20.586311,11.34,5,Android
1824,590,2024-10-07 20:36:00,2024-10-07 21:11:35.114383,35.59,17,Android
1825,591,2024-02-11 21:15:00,2024-02-11 21:26:18.763288,11.31,5,iOS
1826,592,2025-07-30 03:07:00,2025-07-30 03:48:12.798863,41.21,20,Android
1827,592,2025-07-11 13:53:00,2025-07-11 14:10:33.176118,17.55,8,Android
1828,592,2025-07-18 18:33:00,2025-07-18 18:44:14.667439,11.24,5,Android
1829,593,2024-03-21 06:19:00,2024-03-21 06:31:21.878928,12.36,6,iOS
1830,593,2024-05-20 00:31:00,2024-05-20 00:40:43.712347,9.73,4,iOS
1831,593,2024-05-02 00:07:00,2024-05-02 00:25:37.402676,18.62,9,iOS
1832,593,2024-06-09 15:49:00,2024-06-09 15:55:20.078898,6.33,3,iOS
1833,593,2024-02-24 13:32:00,2024-02-24 13:49:29.756128,17.5,8,iOS
1834,593,2024-04-14 09:49:00,2024-04-14 10:05:21.134258,16.35,8,iOS
1835,594,2024-08-21 05:33:00,2024-08-21 05:45:18.770884,12.31,6,iOS
1836,594,2024-07-15 17:49:00,2024-07-15 17:57:28.133810,8.47,4,iOS
1837,595,2024-07-02 19:18:00,2024-07-02 19:25:33.187258,7.55,3,Android
1838,595,2024-07-31 03:05:00,2024-07-31 03:14:15.222282,9.25,4,Android
1839,595,2024-08-27 04:48:00,2024-08-27 04:59:36.236164,11.6,5,Android
1840,595,2024-05-18 00:01:00,2024-05-18 00:14:15.081906,13.25,6,Android
1841,596,2025-02-19 17:44:00,2025-02-19 17:50:56.722233,6.95,3,Android
1842,597,2025-08-04 12:52:00,2025-08-04 13:02:15.035996,10.25,5,Android
1843,598,2025-07-24 17:40:00,2025-07-24 17:46:21.814905,6.36,3,Android
1844,598,2025-07-28 18:31:00,2025-07-28 18:37:49.741755,6.83,3,Android
1845,598,2025-05-26 21:14:00,2025-05-26 21:33:59.703526,20.0,9,Android
1846,598,2025-07-08 23:19:00,2025-07-08 23:38:03.637921,19.06,9,Android
1847,598,2025-08-29 05:47:00,2025-08-29 05:50:34.127986,3.57,1,Android
1848,599,2025-05-28 01:22:00,2025-05-28 01:31:46.130296,9.77,4,Android
1849,599,2025-04-13 15:07:00,2025-04-13 15:23:59.871762,17.0,8,Android
1850,600,2024-07-30 05:51:00,2024-07-30 06:07:51.016074,16.85,8,Web
1851,600,2024-06-06 16:01:00,2024-06-06 16:08:02.781886,7.05,3,Web
1852,600,2024-05-26 07:33:00,2024-05-26 07:49:36.058761,16.6,8,Web
1853,601,2025-04-20 11:00:00,2025-04-20 11:12:23.051569,12.38,6,iOS
1854,601,2025-04-14 14:42:00,2025-04-14 14:45:01.529489,3.03,1,iOS
1855,601,2025-04-18 02:01:00,2025-04-18 02:17:49.497380,16.82,8,iOS
1856,602,2025-05-18 14:23:00,2025-05-18 14:27:54.226233,4.9,2,Android
1857,602,2025-06-30 15:54:00,2025-06-30 16:02:17.526805,8.29,4,Android
1858,602,2025-06-11 20:07:00,2025-06-11 20:22:28.738547,15.48,7,Android
1859,602,2025-04-22 05:35:00,2025-04-22 05:53:47.494234,18.79,9,Android
1860,603,2025-01-19 22:10:00,2025-01-19 22:14:40.815820,4.68,2,Web
1861,603,2024-10-16 10:15:00,2024-10-16 10:24:14.597032,9.24,4,Web
1862,603,2024-12-12 01:40:00,2024-12-12 01:46:00.280439,6.0,3,Web
1863,603,2025-01-22 19:34:00,2025-01-22 19:35:26.299913,1.44,0,Web
1864,604,2024-04-12 12:26:00,2024-04-12 12:48:03.414980,22.06,11,Android
1865,604,2024-05-05 19:05:00,2024-05-05 19:15:24.908186,10.42,5,Android
1866,605,2025-05-26 17:50:00,2025-05-26 17:51:51.070064,1.85,0,iOS
1867,606,2024-07-14 17:28:00,2024-07-14 17:38:48.562702,10.81,5,Web
1868,606,2024-06-08 17:17:00,2024-06-08 17:22:13.529132,5.23,2,Web
1869,606,2024-04-12 19:00:00,2024-04-12 19:19:56.637584,19.94,9,Web
1870,606,2024-05-09 09:36:00,2024-05-09 09:53:20.321695,17.34,8,Web
1871,606,2024-04-03 20:31:00,2024-04-03 20:47:34.796244,16.58,8,Web
1872,606,2024-05-22 22:25:00,2024-05-22 22:29:21.609359,4.36,2,Web
1873,607,2026-03-22 15:31:00,2026-03-22 15:38:07.558318,7.13,3,Android
1874,607,2026-02-01 05:33:00,2026-02-01 05:44:52.590537,11.88,5,Android
1875,607,2026-01-12 08:25:00,2026-01-12 08:31:50.848636,6.85,3,Android
1876,607,2025-12-15 20:26:00,2025-12-15 20:27:32.693458,1.54,0,Android
1877,608,2025-04-09 09:42:00,2025-04-09 09:44:48.062523,2.8,1,iOS
1878,608,2025-07-22 01:22:00,2025-07-22 01:41:52.536454,19.88,9,iOS
1879,608,2025-05-19 19:38:00,2025-05-19 19:41:37.265607,3.62,1,iOS
1880,608,2025-06-26 12:47:00,2025-06-26 13:02:57.174363,15.95,7,iOS
1881,608,2025-06-26 00:53:00,2025-06-26 01:01:02.446744,8.04,4,iOS
1882,608,2025-07-31 12:34:00,2025-07-31 12:44:25.681281,10.43,5,iOS
1883,609,2025-12-18 04:42:00,2025-12-18 05:09:38.129727,27.64,13,Android
1884,609,2025-12-12 22:27:00,2025-12-12 23:07:20.365236,40.34,20,Android
1885,609,2026-02-06 03:50:00,2026-02-06 04:14:04.405024,24.07,12,Android
1886,609,2025-11-15 05:21:00,2025-11-15 05:53:49.275820,32.82,16,Android
1887,609,2025-12-29 17:42:00,2025-12-29 18:15:38.495823,33.64,16,Android
1888,610,2024-10-16 06:50:00,2024-10-16 06:59:52.540558,9.88,4,iOS
1889,611,2024-07-24 16:26:00,2024-07-24 16:42:01.037680,16.02,8,iOS
1890,611,2024-09-11 17:27:00,2024-09-11 17:53:33.222334,26.55,13,iOS
1891,611,2024-09-28 08:58:00,2024-09-28 09:38:26.640762,40.44,20,iOS
1892,611,2024-09-27 12:50:00,2024-09-27 13:25:34.862316,35.58,17,iOS
1893,612,2024-05-25 06:03:00,2024-05-25 06:11:51.736243,8.86,4,iOS
1894,612,2024-05-28 16:27:00,2024-05-28 16:36:20.328453,9.34,4,iOS
1895,612,2024-03-22 14:11:00,2024-03-22 14:24:32.091581,13.53,6,iOS
1896,613,2025-03-18 14:50:00,2025-03-18 15:01:09.915876,11.17,5,Android
1897,613,2024-12-02 18:38:00,2024-12-02 19:09:01.195365,31.02,15,Android
1898,613,2025-02-21 22:10:00,2025-02-21 22:22:37.823422,12.63,6,Android
1899,613,2024-12-11 22:11:00,2024-12-11 22:35:45.935731,24.77,12,Android
1900,614,2024-12-27 04:21:00,2024-12-27 04:47:27.100443,26.45,13,Android
1901,614,2025-03-13 01:02:00,2025-03-13 01:14:45.185092,12.75,6,Android
1902,615,2025-10-26 11:07:00,2025-10-26 11:14:53.393475,7.89,3,Android
1903,616,2024-09-18 15:39:00,2024-09-18 15:52:01.334753,13.02,6,Android
1904,616,2024-08-25 16:21:00,2024-08-25 16:30:22.298728,9.37,4,Android
1905,616,2024-07-20 11:45:00,2024-07-20 11:47:27.423196,2.46,1,Android
1906,616,2024-10-10 11:16:00,2024-10-10 11:23:07.693906,7.13,3,Android
1907,617,2025-04-29 14:08:00,2025-04-29 14:24:02.543726,16.04,8,Android
1908,617,2025-06-03 05:09:00,2025-06-03 05:22:42.727678,13.71,6,Android
1909,618,2024-05-19 09:44:00,2024-05-19 09:48:39.932374,4.67,2,Android
1910,618,2024-07-21 22:02:00,2024-07-21 22:16:06.041722,14.1,7,Android
1911,618,2024-09-04 10:14:00,2024-09-04 10:20:19.491326,6.32,3,Android
1912,619,2025-08-25 02:58:00,2025-08-25 03:20:18.807453,22.31,11,Android
1913,619,2025-06-24 11:01:00,2025-06-24 11:35:54.004556,34.9,17,Android
1914,619,2025-07-21 21:10:00,2025-07-21 21:21:03.338669,11.06,5,Android
1915,620,2025-10-01 12:11:00,2025-10-01 12:20:03.748846,9.06,4,iOS
1916,620,2025-08-20 01:38:00,2025-08-20 01:42:20.139342,4.34,2,iOS
1917,620,2025-09-04 01:23:00,2025-09-04 01:35:27.587109,12.46,6,iOS
1918,621,2025-07-17 02:29:00,2025-07-17 02:33:37.698176,4.63,2,Android
1919,621,2025-10-02 21:33:00,2025-10-02 21:35:08.447814,2.14,1,Android
1920,621,2025-08-14 17:46:00,2025-08-14 17:50:23.517124,4.39,2,Android
1921,621,2025-07-17 00:14:00,2025-07-17 00:33:33.958462,19.57,9,Android
1922,621,2025-07-27 06:14:00,2025-07-27 06:22:09.973773,8.17,4,Android
1923,621,2025-06-21 06:34:00,2025-06-21 06:41:05.536959,7.09,3,Android
1924,622,2026-01-27 03:27:00,2026-01-27 03:30:58.367163,3.97,1,Web
1925,622,2026-01-05 15:07:00,2026-01-05 15:23:30.101281,16.5,8,Web
1926,622,2026-02-14 16:13:00,2026-02-14 16:29:17.969401,16.3,8,Web
1927,623,2024-07-09 23:57:00,2024-07-10 00:14:41.978893,17.7,8,Android
1928,623,2024-06-18 14:41:00,2024-06-18 14:42:56.090488,1.93,0,Android
1929,623,2024-04-15 15:30:00,2024-04-15 15:35:40.230479,5.67,2,Android
1930,623,2024-06-21 05:32:00,2024-06-21 05:41:04.807433,9.08,4,Android
1931,623,2024-05-15 01:54:00,2024-05-15 02:00:33.433245,6.56,3,Android
1932,623,2024-06-12 21:27:00,2024-06-12 21:28:35.851332,1.6,0,Android
1933,624,2025-11-26 07:59:00,2025-11-26 08:09:08.319291,10.14,5,Web
1934,625,2025-05-22 11:41:00,2025-05-22 11:52:03.965001,11.07,5,iOS
1935,625,2025-07-20 07:28:00,2025-07-20 07:38:22.380472,10.37,5,iOS
1936,625,2025-05-30 17:44:00,2025-05-30 17:47:12.604564,3.21,1,iOS
1937,626,2025-05-04 08:13:00,2025-05-04 08:21:55.917663,8.93,4,iOS
1938,626,2025-03-22 02:44:00,2025-03-22 02:52:57.500979,8.96,4,iOS
1939,627,2026-02-21 22:15:00,2026-02-21 22:28:38.846009,13.65,6,Android
1940,627,2026-02-11 18:11:00,2026-02-11 18:29:40.235123,18.67,9,Android
1941,628,2025-10-07 09:01:00,2025-10-07 09:43:48.889290,42.81,21,Android
1942,628,2025-10-04 06:05:00,2025-10-04 06:45:17.582123,40.29,20,Android
1943,628,2025-07-01 15:38:00,2025-07-01 16:12:22.210000,34.37,17,Android
1944,628,2025-10-17 13:18:00,2025-10-17 13:51:04.714852,33.08,16,Android
1945,629,2024-03-14 13:00:00,2024-03-14 13:12:02.166909,12.04,6,Android
1946,629,2024-03-03 02:50:00,2024-03-03 02:54:49.973660,4.83,2,Android
1947,629,2024-05-02 22:50:00,2024-05-02 22:55:37.951767,5.63,2,Android
1948,629,2024-04-12 13:23:00,2024-04-12 13:40:55.030212,17.92,8,Android
1949,630,2024-11-10 14:57:00,2024-11-10 15:00:24.828740,3.41,1,Android
1950,630,2024-12-15 01:25:00,2024-12-15 01:26:18.034838,1.3,0,Android
1951,630,2025-01-15 22:05:00,2025-01-15 22:11:35.003477,6.58,3,Android
1952,631,2025-01-12 02:57:00,2025-01-12 03:07:12.133558,10.2,5,Android
1953,631,2024-10-21 18:09:00,2024-10-21 18:25:07.940539,16.13,8,Android
1954,632,2025-10-20 19:38:00,2025-10-20 19:57:04.997808,19.08,9,Android
1955,632,2025-07-17 11:39:00,2025-07-17 11:46:41.862656,7.7,3,Android
1956,633,2025-10-17 16:26:00,2025-10-17 16:43:10.095448,17.17,8,Web
1957,633,2025-10-07 22:58:00,2025-10-07 23:16:18.146267,18.3,9,Web
1958,634,2024-05-12 06:00:00,2024-05-12 06:07:31.213764,7.52,3,iOS
1959,634,2024-04-17 01:40:00,2024-04-17 01:55:37.585500,15.63,7,iOS
1960,634,2024-03-25 18:00:00,2024-03-25 18:19:00.041008,19.0,9,iOS
1961,634,2024-04-20 17:37:00,2024-04-20 17:50:50.130559,13.84,6,iOS
1962,635,2026-01-19 10:07:00,2026-01-19 10:36:53.159370,29.89,14,Web
1963,635,2025-12-08 18:18:00,2025-12-08 18:53:10.775604,35.18,17,Web
1964,636,2024-09-17 03:32:00,2024-09-17 03:50:13.100352,18.22,9,Android
1965,636,2024-07-24 00:31:00,2024-07-24 01:11:51.791353,40.86,20,Android
1966,636,2024-06-05 02:22:00,2024-06-05 02:36:53.871755,14.9,7,Android
1967,636,2024-07-12 14:17:00,2024-07-12 14:48:42.500694,31.71,15,Android
1968,637,2024-07-03 00:30:00,2024-07-03 00:49:25.007610,19.42,9,Android
1969,637,2024-08-24 03:53:00,2024-08-24 03:56:11.323051,3.19,1,Android
1970,637,2024-07-13 00:31:00,2024-07-13 00:33:14.893793,2.25,1,Android
1971,637,2024-08-08 18:25:00,2024-08-08 18:35:49.784374,10.83,5,Android
1972,638,2026-02-02 06:49:00,2026-02-02 07:08:57.335288,19.96,9,iOS
1973,638,2025-12-02 23:14:00,2025-12-02 23:17:36.182830,3.6,1,iOS
1974,639,2025-09-24 23:49:00,2025-09-24 23:50:45.696496,1.76,0,Android
1975,640,2025-02-27 08:37:00,2025-02-27 08:54:26.858158,17.45,8,Web
1976,640,2025-02-21 13:29:00,2025-02-21 13:48:38.464723,19.64,9,Web
1977,640,2025-05-22 16:42:00,2025-05-22 16:56:18.092904,14.3,7,Web
1978,641,2024-12-08 05:08:00,2024-12-08 05:19:26.534272,11.44,5,iOS
1979,641,2024-11-14 20:58:00,2024-11-14 21:11:21.816960,13.36,6,iOS
1980,641,2024-11-13 07:21:00,2024-11-13 07:39:58.622946,18.98,9,iOS
1981,641,2024-10-30 18:53:00,2024-10-30 19:00:39.560665,7.66,3,iOS
1982,642,2025-01-23 15:35:00,2025-01-23 15:43:42.598550,8.71,4,Web
1983,642,2024-11-27 05:09:00,2024-11-27 05:19:35.915611,10.6,5,Web
1984,642,2024-12-22 13:22:00,2024-12-22 13:35:34.826911,13.58,6,Web
1985,642,2024-12-26 08:27:00,2024-12-26 08:31:10.410404,4.17,2,Web
1986,643,2025-07-01 19:45:00,2025-07-01 19:55:43.718217,10.73,5,Android
1987,644,2024-04-04 05:42:00,2024-04-04 05:44:43.761023,2.73,1,Android
1988,644,2024-01-23 00:45:00,2024-01-23 00:48:06.168062,3.1,1,Android
1989,644,2024-01-23 08:19:00,2024-01-23 08:38:05.988209,19.1,9,Android
1990,645,2025-06-04 11:49:00,2025-06-04 11:51:07.864387,2.13,1,Android
1991,645,2025-06-09 11:52:00,2025-06-09 11:59:33.941251,7.57,3,Android
1992,645,2025-04-25 01:22:00,2025-04-25 01:25:39.879346,3.66,1,Android
1993,646,2025-01-13 12:09:00,2025-01-13 12:26:51.341127,17.86,8,Android
1994,646,2025-02-02 23:25:00,2025-02-02 23:44:27.649596,19.46,9,Android
1995,646,2025-01-31 03:48:00,2025-01-31 03:58:00.719273,10.01,5,Android
1996,646,2025-02-06 21:13:00,2025-02-06 21:28:23.172027,15.39,7,Android
1997,646,2025-02-13 07:45:00,2025-02-13 07:55:03.011784,10.05,5,Android
1998,646,2024-12-06 15:43:00,2024-12-06 15:45:35.810879,2.6,1,Android
1999,647,2025-03-20 01:46:00,2025-03-20 02:04:32.928767,18.55,9,iOS
2000,647,2025-04-12 23:06:00,2025-04-12 23:16:25.667777,10.43,5,iOS
2001,647,2025-03-24 15:07:00,2025-03-24 15:12:55.758311,5.93,2,iOS
2002,648,2024-07-31 16:38:00,2024-07-31 16:57:42.918946,19.72,9,Android
2003,648,2024-07-19 22:17:00,2024-07-19 22:31:50.145563,14.84,7,Android
2004,648,2024-08-18 22:22:00,2024-08-18 22:30:37.684390,8.63,4,Android
2005,648,2024-09-13 19:59:00,2024-09-13 20:17:15.068378,18.25,9,Android
2006,649,2025-05-10 04:17:00,2025-05-10 04:53:32.941970,36.55,18,Web
2007,649,2025-04-23 08:26:00,2025-04-23 08:38:32.875649,12.55,6,Web
2008,650,2024-11-11 06:23:00,2024-11-11 06:28:19.737458,5.33,2,iOS
2009,650,2024-10-14 01:46:00,2024-10-14 01:48:33.936408,2.57,1,iOS
2010,651,2025-09-26 19:07:00,2025-09-26 19:13:00.127353,6.0,3,Android
2011,651,2025-09-22 18:00:00,2025-09-22 18:17:32.574324,17.54,8,Android
2012,651,2025-07-18 21:28:00,2025-07-18 21:38:59.622064,10.99,5,Android
2013,651,2025-08-11 05:54:00,2025-08-11 05:59:37.780737,5.63,2,Android
2014,651,2025-09-08 06:52:00,2025-09-08 07:07:26.280106,15.44,7,Android
2015,652,2025-11-08 06:38:00,2025-11-08 06:50:39.854887,12.66,6,Android
2016,652,2025-11-15 11:42:00,2025-11-15 11:43:26.476394,1.44,0,Android
2017,652,2025-12-18 02:15:00,2025-12-18 02:27:56.232172,12.94,6,Android
2018,652,2025-12-08 01:48:00,2025-12-08 01:59:09.840729,11.16,5,Android
2019,652,2025-12-24 18:42:00,2025-12-24 18:50:34.879359,8.58,4,Android
2020,653,2024-05-01 23:49:00,2024-05-02 00:01:39.198748,12.65,6,Android
